match_id,t1_win,avg_10_t1_Hero_Damage_Done,avg_10_t1_Final_Blows,avg_10_t1_Healing_done,avg_10_t1_Deaths,avg_10_t2_Hero_Damage_done,avg_10_t2_Final_Blows,avg_10_t2_Healing_done,avg_10_t2_Deaths
30991,1,3411.034092684345,3.5130202487892204,2195.1730806185074,3.288350349157352,3848.0220361409065,3.0841049858556526,2004.5241717089275,3.55386932144956
30992,1,3603.154034464294,3.3058850432307696,1820.2425477932823,2.450244208512218,3084.421000346957,2.3724586780832584,1988.18360893555,3.403116956266969
30993,1,3816.7167609334374,3.69753865843719,2129.5396552327443,3.2285825359036924,3767.0169388786994,3.1383986661857124,2000.6262613866027,3.859869623929554
30994,1,3501.2336546923266,3.515240461623077,1810.8679377815777,3.5312188273577276,3548.152901409745,3.4832837301537767,1854.2205196198124,3.6111106560309794
30995,1,3818.276787807118,3.71213756316619,1871.6519693166238,2.682493567543451,3007.113780018354,2.4115346213269406,2013.9699102792313,3.901808825517747
30996,1,3294.1676299922215,3.6048090115919087,1923.8520704867856,2.3522906262082794,3136.462531443906,2.3522906262082794,1757.015173071162,3.635358240503704
30997,1,3882.63383939477,3.861506304102118,2134.741666791615,2.8133831644172576,3735.23584130445,2.8133831644172576,2022.436786259338,4.02699943142078
30998,1,3517.570462623891,3.9387785047502275,1607.2476994971532,3.003815930390325,3121.735927227632,3.003815930390325,1919.5741154611346,3.9785641462123515
31000,0,2819.6960278815995,2.2102486279789213,1695.6587319867122,3.2744424118206243,3175.808166419837,3.1925813515251087,1607.1637691028823,2.2648226681759316
31001,0,2843.191548524571,1.8579045766291136,1863.991268735289,4.015471181746793,4058.1955902416503,3.985504978897937,1756.6468324442083,1.9178369823268269
31002,0,3204.8966525969527,2.764152676578339,1878.7478015012105,3.1476189438493227,3376.2390181517685,3.1156634215767407,1959.1365528960382,2.812085959987212
31003,1,2908.6104231439713,2.5866168507195586,1862.5958563891706,2.817822826202871,3393.550290294883,2.731120585396629,1464.1350647946583,2.644418344590387
31005,1,3710.7247397215833,4.172345971393467,1718.4003294769886,2.204258249038058,2877.383258107088,2.1780170794066525,1812.045623950842,4.224828310656278
31006,1,3403.428424733812,2.959528519211436,1903.1954184152148,2.1247897061005183,2947.1985347577665,2.074199475002887,1936.7056725834937,3.035413865857883
31010,1,3567.8184770931584,3.376236811989647,1981.5019529878086,2.2370158018090915,3159.8517969505538,2.174876473981061,1900.751110607075,3.4798023583696978
31011,0,3011.875174744346,2.561068334148761,1757.0645701832507,3.3389629216238523,3337.644158030725,3.1714163950907555,1733.510818779925,2.680744424529544
31012,0,3685.837960403674,3.211175637102953,1787.5540827513666,3.4278807414473245,3432.650482771604,3.329378421290792,2153.8773440407717,3.289977493228179
31016,1,3571.212036937237,4.358742635002734,1657.1494749730105,2.3208889355209363,2877.8119280661294,2.122764270293539,1529.2215785946971,4.443653205814476
31017,0,3040.8245495316496,2.3939968426732525,1932.1512772143049,3.089459612611851,3565.42184902847,3.0627110445372896,1858.2352870689672,2.420745410747814
31018,0,3139.0914007470574,2.73712223713715,1691.1481355111152,3.234780825707541,3223.4681198798803,3.0191287706603718,1695.8744145560424,2.7868880959941893
